Перламутровый темно-серый;0,0,51;130,130,130;0,0,0,49;828282
Темный Телегрей;208,9,56;130,137,143;9,4,0,44;82898F
Светлый пурпурно-синий;250,23,64;131,125,162;19,23,0,36;837DA2
Светло-оливковый;44,76,52;132,106,32;0,20,76,48;846A20
Светло-серо-синий;175,32,76;132,195,190;32,0,3,24;84C3BE
Перламутрово-фиолетовый;265,29,63;134,115,161;17,29,0,37;8673A1
Светло-фиолетовый;276,29,60;135,108,153;12,29,0,40;876C99
Спаржа Крайола;93,37,66;135,169,107;20,0,37,34;87A96B
Небесный;197,43,92;135,206,235;43,12,0,8;87CEEB
Светло-голубой;203,46,98;135,206,250;46,18,0,2;87CEFA
Кирпичный;12,61,53;136,69,53;0,49,61,47;884535
Пурпурно-серый;10,21,53;136,112,107;0,18,21,47;88706B
Светлый оливково-серый;33,35,53;136,115,89;0,15,35,47;887359
Кордованский;355,54,54;137,63,69;0,54,50,46;893F45
Перламутровый мышино-серый;35,14,54;137,129,118;0,6,14,46;898176
Бледно-зеленый;99,31,67;137,172,118;20,0,31,33;89AC76
Сине-лиловый;271,81,89;138,43,226;39,81,0,11;8A2BE2
Умбра жженая;9,74,54;138,51,36;0,63,74,46;8A3324
Коричнево-бежевый;30,52,54;138,102,66;0,26,52,46;8A6642
Полумрак Крайола;37,33,54;138,121,93;0,12,33,46;8A795D
Бледный пурпурно-синий;284,11,56;138,127,142;3,11,0,44;8A7F8E
Серебристо-серый;189,9,59;138,149,151;9,1,0,41;8A9597
Темнокрасный;0,100,55;139,0,0;0,100,100,45;8B0000
Темный маджента;300,100,55;139,0,139;0,100,0,45;8B008B
Фиолетовый;273,100,100;139,0,255;45,100,0,0;8B00FF
Коричневый цвета кожанного седла для лошади;25,86,55;139,69,19;0,50,86,45;8B4513
Красновато-серый;15,29,55;139,108,98;0,22,29,45;8B6C62
Светлый коричневато-серый;22,34,55;139,109,92;0,22,34,45;8B6D5C
Светлый серовато-оливковый;38,46,55;139,115,75;0,17,46,45;8B734B
Умеренный желто-зеленый;58,54,55;139,137,64;0,1,54,45;8B8940
Каменно-серый;63,13,55;139,140,122;1,0,13,45;8B8C7A
Умеренный красновато-пурпурный;332,51,55;140,69,102;0,51,27,45;8C4566
Серовато-красный;3,52,55;140,71,67;0,49,52,45;8C4743
Серовато-пурпурно-красный;351,49,55;140,72,82;0,49,41,45;8C4852
Блестящий желтовато-зеленый;95,54,80;140,203,94;31,0,54,20;8CCB5E
Бледно-зелено-серый;70,16,57;141,145,122;3,0,16,43;8D917A
Транспортный серый;120,5,58;141,148,141;5,0,5,42;8D948D
Медно-коричневый;13,70,56;142,64,42;0,55,70,44;8E402A
Сливовый Крайола;307,51,56;142,69,133;0,51,6,44;8E4585
Яркий фиолетовый Крайола;289,49,62;143,80,157;9,49,0,38;8F509D
Желто-серый;54,29,56;143,139,102;0,3,29,44;8F8B66
Темное зеленое море;120,24,74;143,188,143;24,0,24,26;8FBC8F
Бургундский;347,100,56;144,0,32;0,100,78,44;900020
Розово-серо-коричневый;0,35,56;144,93,93;0,35,35,44;905D5D
Серовато-желтовато-зеленый;46,37,56;144,132,91;0,8,37,44;90845B
Телегрей;0,0,56;144,144,144;0,0,0,44;909090
Светло-зеленый;120,39,93;144,238,144;39,0,39,7;90EE90
Розовато-лилово-серый;343,34,57;145,95,109;0,34,25,43;915F6D
Темный желто-коричневый;45,44,57;145,129,81;0,11,44,43;918151
Бледный синий;240,1,57;145,145,146;1,1,0,43;919192
Сангина;356,100,57;146,0,10;0,100,93,43;92000A
Красно-фиолетовый;349,71,57;146,43,62;0,71,58,43;922B3E
Сигнальный фиолетовый;319,47,57;146,78,125;0,47,14,43;924E7D
Фиолетовый (пурпурный) Крайола;274,37,68;146,110,174;16,37,0,32;926EAE
Средний пурпурный;260,48,85;147,112,216;32,48,0,15;9370D8
Яркий желтовато-зеленый;68,100,67;147,170,0;14,0,100,33;93AA00
Темно-фиолетовый;282,100,83;148,0,211;30,100,0,17;9400D3
Яркий пурпурный;302,66,58;148,51,145;0,66,2,42;943391
Светлый оливково-коричневый;36,93,58;148,93,11;0,37,93,42;945D0B
Светлый серовато-коричневый;22,43,58;148,107,84;0,28,43,42;946B54
Насыщенный желтовато-коричневый;30,92,58;149,80,12;0,46,92,42;95500C
Охра коричневая;32,79,58;149,95,32;0,36,79,42;955F20
Бледно-фиолетовый;318,17,58;149,123,141;0,17,5,42;957B8D
Серый Крайола;33,6,58;149,145,140;0,3,6,42;95918C
Кармин;350,100,59;150,0,24;0,100,84,41;960018
Коричневый;30,100,59;150,75,0;0,50,100,41;964B00
Светлый серовато-красновато-коричневый;18,42,59;150,106,87;0,29,42,41;966A57
Песочный серо-коричневый;43,85,59;150,113,23;0,25,85,41;967117
Сигнальный серый;86,5,60;150,153,146;2,0,5,40;969992
Ламантин;231,11,67;151,154,170;11,9,0,33;979AAA
Темно-каштановый;10,37,60;152,105,96;0,31,37,40;986960
Светло-коричневый;30,45,60;152,118,84;0,22,45,40;987654
Очень светлый зеленый;114,26,78;152,199,147;24,0,26,22;98C793
Бледный зеленый;120,39,98;152,251,152;39,0,39,2;98FB98
Баклажановый;320,100,60;153,0,102;0,100,33,40;990066
Фиолетово-баклажанный;300,89,60;153,17,153;0,89,0,40;991199
Темная орхидея;280,75,80;153,50,204;25,75,0,20;9932CC
Розовато-лиловый;330,67,60;153,51,102;0,67,33,40;993366
Медно-розовый;0,33,60;153,102,102;0,33,33,40;996666
Аметистовый;270,50,80;153,102,204;25,50,0,20;9966CC
Розовый Маунтбэттена;323,20,60;153,122,141;0,20,8,40;997A8D
Кварцевый;42,8,60;153,149,140;0,3,8,40;99958C
Оливково-желтый;60,48,60;153,153,80;0,0,48,40;999950
Салатовый;120,40,100;153,255,153;40,0,40,0;99FF99
Насыщенный красновато-пурпурный;328,65,60;154,54,107;0,65,31,40;9A366B
Желто-зеленый;80,76,80;154,205,50;25,0,76,20;9ACD32
Васильковый Крайола;201,34,92;154,206,235;34,12,0,8;9ACEEB
Рубиново-красный;354,89,61;155,17,30;0,89,81,39;9B111E
Темный красновато-оранжевый;8,80,61;155,47,31;0,70,80,39;9B2F1F
Темный зеленовато-желтый;47,75,61;155,129,39;0,17,75,39;9B8127
Перламутровый светло-серый;0,0,61;156,156,156;0,0,0,39;9C9C9C
Пурпурное горное величие;269,31,73;157,129,186;16,31,0,27;9D81BA
Карри желтый;55,99,62;157,145,1;0,8,99,38;9D9101
Серое окно;222,8,67;157,161,170;8,5,0,33;9DA1AA
Ниагара;214,23,80;157,177,204;23,13,0,20;9DB1CC
Серо-бежевый;53,37,62;158,151,100;0,4,37,38;9E9764
Амарантово-глубоко-пурпурный;328,73,62;159,43,104;0,73,35,38;9F2B68
Бобровый;22,30,62;159,129,112;0,19,30,38;9F8170
Глубокий зеленовато-желтый;49,100,62;159,130,0;0,18,100,38;9F8200
Морской зеленый Крайола;149,30,89;159,226,191;30,0,15,11;9FE2BF
Транспортный пурпурный;326,68,63;160,52,114;0,68,29,37;A03472
Сиена;19,72,63;160,82,45;0,49,72,37;A0522D
Шамуа;40,60,63;160,128,64;0,20,60,37;A08040
Серый нейтральный;240,2,64;160,160,164;2,2,0,36;A0A0A4
Очень светлый синевато-зеленый;142,25,84;160,214,180;25,0,16,16;A0D6B4
Томатно-красный;7,89,63;161,35,18;0,78,89,37;A12312
Пастельно-фиолетовый;328,17,63;161,133,148;0,17,8,37;A18594
Карминно-красный;3,82,64;162,35,29;0,78,82,36;A2231D
Голубой колокольчик Крайола;240,22,82;162,162,208;22,22,0,18;A2A2D0
Дикий синий Крайола;226,22,82;162,173,208;22,17,0,18;A2ADD0
Очень светлый зеленовато-синий;170,18,78;163,198,192;18,0,3,22;A3C6C0
Темный серовато-желтый;35,58,64;164,124,69;0,24,58,36;A47C45
Сигнальный красный;3,85,65;165,32,25;0,81,85,35;A52019
Коричнево-бордовый;0,75,65;165,42,42;0,75,75,35;A52A2A
Сепия Крайола;18,52,65;165,105,79;0,36,52,35;A5694F
Бело-алюминиевый;0,0,65;165,165,165;0,0,0,35;A5A5A5
Оранжево-коричневый;24,72,65;166,94,46;0,43,72,35;A65E2E
Очень светлый синий;212,23,84;166,189,215;23,12,0,16;A6BDD7
Светло-синий;211,31,94;166,202,240;31,16,0,6;A6CAF0
Умеренный пурпурно-красный;345,66,65;167,56,83;0,66,50,35;A73853
Весенний бутон;80,100,99;167,252,0;34,0,100,1;A7FC00
Светлый коричневый;21,62,66;168,101,64;0,40,62,34;A86540
Бабушкины яблоки;113,30,89;168,228,160;26,0,30,11;A8E4A0
Глубокий красновато-оранжевый;5,90,66;169,29,17;0,83,90,34;A91D11
Глубокий карминный;347,81,66;169,32,62;0,81,63,34;A9203E
Медово-желтый;46,96,66;169,131,7;0,22,96,34;A98307
Светлый красновато-коричневый;14,52,67;170,102,81;0,40,52,33;AA6651
Розовый кварц;303,11,67;170,152,169;0,11,1,33;AA98A9
Магическая мята;153,29,94;170,240,209;29,0,13,6;AAF0D1
Амарантово-пурпурный;342,77,67;171,39,79;0,77,54,33;AB274F
Умеренный красный;357,70,67;171,52,58;0,70,66,33;AB343A
Розовая долина;357,54,67;171,78,82;0,54,52,33;AB4E52
Бледно-васильковый;210,28,94;171,205,239;28,14,0,6;ABCDEF
Бледный красновато-пурпурный;348,32,67;172,117,128;0,32,26,33;AC7580
Болотный;76,22,72;172,183,142;6,0,22,28;ACB78E
Серо-зеленый;123,24,88;172,225,175;24,0,22,12;ACE1AF
Снежно-синий;188,28,93;172,229,238;28,4,0,7;ACE5EE
Светлосиний;195,25,90;173,216,230;25,6,0,10;ADD8E6
Зеленый лишайник;120,22,87;173,223,173;22,0,22,13;ADDFAD
Зелено-желтый;84,82,100;173,255,47;32,0,82,0;ADFF2F
Бледно-пурпурный;350,24,68;174,132,139;0,24,20,32;AE848B
Охра желтая;52,57,68;174,160,75;0,8,57,32;AEA04B
Огненно-красный;5,83,69;175,43,30;0,75,83,31;AF2B1E
Средний карминный;5,70,69;175,64,53;0,63,70,31;AF4035
Бледно-синий;180,26,93;175,238,238;26,0,0,7;AFEEEE
Бордовый;0,100,69;176,0,0;0,100,100,31;B00000
Бледно-карминный;5,70,69;176,63,53;0,64,70,31;B03F35
Темно-желтый;37,76,69;176,125,43;0,29,76,31;B07D2B
Серо-синий Крайола;221,11,78;176,183,198;11,8,0,22;B0B7C6
Светлый стальной синий;214,21,87;176,196,222;21,12,0,13;B0C4DE
Пыльный голубой;187,23,90;176,224,230;23,3,0,10;B0E0E6
Коричневато-оранжевый;19,80,69;177,81,36;0,54,80,31;B15124
Светло-серовато-красный;9,42,69;177,114,103;0,36,42,31;B17267
Светлый серовато-пурпурно-красный;0,37,70;178,112,112;0,37,37,30;B27070
Гусеница;84,61,93;178,236,93;25,0,61,7;B2EC5D
Ориент красный;358,80,70;179,36,40;0,80,78,30;B32428
Кораллово-красный;3,82,70;179,40,33;0,78,82,30;B32821
Насыщенный пурпурно-красный;342,78,70;179,40,81;0,78,55,30;B32851
Малиново-розовый;338,62,70;179,68,108;0,62,40,30;B3446C
Перламутрово-розовый;5,63,71;180,76,67;0,58,63,29;B44C43
Коричневый Крайола;15,57,71;180,103,77;0,43,57,29;B4674D
Светлый серовато-желтовато-коричневый;26,44,71;180,135,100;0,25,44,29;B48764
Фанданго;327,54,71;181,84,137;0,54,24,29;B55489
Турецкий розовый;347,37,71;181,114,129;0,37,29,29;B57281
Глубокий желтый;40,100,71;181,121,0;0,33,100,29;B57900
Латунный;52,64,71;181,166,66;0,8,64,29;B5A642
Агатовый серый;86,4,72;181,184,177;2,0,4,28;B5B8B1
Ржаво-коричневый;18,92,72;183,65,14;0,64,92,28;B7410E
Розово-золотой;351,40,72;183,110,121;0,40,34,28;B76E79
Оперный розовато-лиловый;319,28,72;183,132,167;0,28,9,28;B784A7
Серовато-красновато-оранжевый;13,64,72;184,93,67;0,49,64,28;B85D43
Медный;29,72,72;184,115,51;0,38,72,28;B87333
Темный золотарник;43,94,72;184,134,11;0,27,94,28;B8860B
Галечный серый;58,17,72;184,183,153;0,1,17,28;B8B799
Глубокий каштановый Крайола;3,61,73;185,78,72;0,58,61,27;B94E48
Умеренный цвет орхидеи;288,60,83;186,85,211;12,60,0,17;BA55D3
Светло-пурпурный;324,32,73;186,127,162;0,32,13,27;BA7FA2
Очень светлый пурпурно-синий;271,14,78;186,172,199;7,14,0,22;BAACC7
Светлый зеленовато-белый;42,19,73;186,175,150;0,6,19,27;BAAF96
Оливково-зеленый Крайола;58,42,73;186,184,108;0,1,42,27;BAB86C
Темный зеленый чай;103,21,86;186,219,173;15,0,21,14;BADBAD
Светлый красновато-пурпурный;337,42,73;187,108,138;0,42,26,27;BB6C8A
Светлый желтовато-коричневый;32,55,73;187,139,84;0,26,55,27;BB8B54
Каштановый Крайола;3,53,74;188,93,88;0,51,53,26;BC5D58
Розово-коричневый;0,24,74;188,143,143;0,24,24,26;BC8F8F
Бледный серо-коричневый;25,33,74;188,152,126;0,19,33,26;BC987E
Византийский;311,73,74;189,51,164;0,73,13,26;BD33A4
Темный хаки;56,43,74;189,183,107;0,3,43,26;BDB76B
Июньский бутон;73,60,85;189,218,87;13,0,60,15;BDDA57
Бело-зеленый;112,23,93;189,236,182;20,0,23,7;BDECB6
Светлый синевато-серый;25,15,75;190,173,161;0,9,15,25;BEADA1
Зелено-бежевый;59,33,75;190,189,127;0,1,33,25;BEBD7F
Фисташковый;86,53,96;190,245,116;22,0,53,4;BEF574
Насыщенный красный;354,82,75;191,34,51;0,82,73,25;BF2233
Зелено-лаймовый;75,100,100;191,255,0;25,0,100,0;BFFF00
Красное дерево;20,100,75;192,64,0;0,67,100,25;C04000
Красно-фиолетовый Крайола;324,65,75;192,68,143;0,65,26,25;C0448F
Старинный розовый;359,33,75;192,128,129;0,33,33,25;C08081
Серебряный;0,0,75;192,192,192;0,0,0,25;C0C0C0
Умеренно зеленый;120,13,86;192,220,192;13,0,13,14;C0DCC0
Яркий красный;350,100,76;193,0,32;0,100,83,24;C10020
Глубокая фуксия Крайола;300,56,76;193,84,193;0,56,0,24;C154C1
Бежево-красный;20,45,76;193,135,107;0,30,45,24;C1876B
Коричнево-желтый цвета увядших листьев;33,45,76;193,154,107;0,20,45,24;C19A6B
Очень бледный синий;180,4,79;193,202,202;4,0,0,21;C1CACA
Светлый серый;26,24,76;194,168,148;0,13,24,24;C2A894
Глубокий оранжевый;22,95,76;195,77,10;0,61,95,24;C34D0A
Перламутрово-оранжевый;16,75,76;195,88,49;0,55,75,24;C35831
Фуксия Крайола;299,49,77;195,100,197;1,49,0,23;C364C5
Темный оранжево-желтый;30,79,76;195,118,41;0,39,79,24;C37629
Хаки;37,26,76;195,176,145;0,10,26,24;C3B091
Кардинал;350,85,77;196,30,58;0,85,70,23;C41E3A
Умеренный зеленовато-желтый;46,69,77;196,164,61;0,16,69,23;C4A43D
Серовато-зеленовато-желтый;42,52,77;196,165,95;0,16,52,23;C4A55F
Малиново-красный;352,85,77;197,29,52;0,85,74,23;C51D34
Шелковица Крайола;328,62,77;197,75,140;0,62,29,23;C54B8C
Барвинок Крайола;220,14,90;197,208,230;14,10,0,10;C5D0E6
Желто-зеленый Крайола;79,42,89;197,227,132;13,0,42,11;C5E384
Песочно-желтый;40,49,78;198,166,100;0,16,49,22;C6A664
Очень светлый желтовато-зеленый;79,35,87;198,223,144;11,0,35,13;C6DF90
Умеренный фиолетово-красный;322,89,78;199,21,133;0,89,33,22;C71585
Темный пурпурно-розовый;351,49,78;199,101,116;0,49,42,22;C76574
Темный розовый;2,50,78;199,104,100;0,48,50,22;C76864
Лимонно-желтый;51,65,78;199,180,70;0,10,65,22;C7B446
Панг;162,21,99;199,252,236;21,0,6,1;C7FCEC
Коричнево-малиновый Крайола;346,72,78;200,56,90;0,72,55,22;C8385A
Сиреневый;300,19,78;200,162,200;0,19,0,22;C8A2C8
Розовато-серый;19,25,78;200,166,150;0,17,25,22;C8A696
Светлый пурпурно-серый;16,21,78;200,169,158;0,16,21,22;C8A99E
Красно-оранжевый;10,84,79;201,60,32;0,70,84,21;C93C20
Глициния;281,27,86;201,160,220;9,27,0,14;C9A0DC
Светло-серебристый;21,7,79;201,192,187;0,4,7,21;C9C0BB
Обычный весенний бутон;73,39,86;201,220,135;9,0,39,14;C9DC87
Королевская фуксия;321,78,79;202,44,146;0,78,28,21;CA2C92
Джазовый джем;340,73,79;202,55,103;0,73,49,21;CA3767
Желтовато-серый;30,34,79;202,168,133;0,17,34,21;CAA885
Серый шелк;46,13,79;202,196,176;0,3,13,21;CAC4B0
Серый зеленый чай;90,15,85;202,218,186;7,0,15,15;CADABA
Темно-алый;2,84,80;203,40,33;0,80,84,20;CB2821
Кирпично-красный;352,68,80;203,65,84;0,68,59,20;CB4154
Очень бледный пурпурно-синий;321,8,80;203,186,197;0,8,3,20;CBBAC5
Транспортный красный;0,98,80;204,6,5;0,97,98,20;CC0605
Персидский красный;0,75,80;204,51,51;0,75,75,20;CC3333
Терракота;353,62,80;204,78,92;0,62,55,20;CC4E5C
Выгоревший оранжевый (жженый апельсин);25,100,80;204,85,0;0,58,100,20;CC5500
Фузи-Вузи;0,50,80;204,102,102;0,50,50,20;CC6666
Темный желтовато-розовый;9,55,80;204,108,92;0,47,55,20;CC6C5C
Охра;30,83,80;204,119,34;0,42,83,20;CC7722
Пюсовый;345,33,80;204,136,153;0,33,25,20;CC8899
Серовато-пурпурно-розовый;359,28,80;204,146,147;0,28,28,20;CC9293
Насыщенный зеленовато-желтый;48,89,80;204,168,23;0,18,89,20;CCA817
Барвинок,перванш;240,20,100;204,204,255;20,20,0,0;CCCCFF
Электрик Лайм;72,100,100;204,255,0;20,0,100,0;CCFF00
Ярко-фиолетовый;300,100,80;205,0,205;0,100,0,20;CD00CD
Амарантовый светло-вишневый;327,81,80;205,38,130;0,81,37,20;CD2682
Красное дерево Крайола;359,64,80;205,74,76;0,64,63,20;CD4A4C
Темно-коралловый;10,66,80;205,91,69;0,56,66,20;CD5B45
Индийский красный,каштановый;0,55,80;205,92,92;0,55,55,20;CD5C5C
Бронзовый;30,76,80;205,127,50;0,38,76,20;CD7F32
Перу;30,69,80;205,133,63;0,35,69,20;CD853F
Античная латунь;22,43,80;205,149,117;0,27,43,20;CD9575
Коричневато-розовый;23,40,80;205,154,123;0,25,40,20;CD9A7B
Желто-золотой;44,75,80;205,164,52;0,20,75,20;CDA434
Глициния Крайола;282,26,87;205,164,222;8,26,0,13;CDA4DE
Экрю;39,29,80;205,184,145;0,10,29,20;CDB891
Серебряный Крайола;16,5,80;205,197,194;0,4,5,20;CDC5C2
Цвет пожарной машины;357,84,81;206,32,41;0,84,80,19;CE2029
Серовато-желтый;36,52,81;206,162,98;0,21,52,19;CEA262
Блестящий желто-зеленый;62,72,82;206,210,58;2,0,72,18;CED23A
Электрик Лайм Крайола;73,89,100;206,255,29;19,0,89,0;CEFF1D
Телемагента;334,75,81;207,52,118;0,75,43,19;CF3476
Серовато-розовый;11,31,81;207,155,143;0,25,31,19;CF9B8F
Старое золото;49,71,81;207,181,59;0,13,71,19;CFB53B
Светлый Телегрей;0,0,82;208,208,208;0,0,0,18;D0D0D0
Зеленый чай;100,20,94;208,240,192;13,0,20,6;D0F0C0
Грушево-зеленый;66,78,89;209,226,49;8,0,78,11;D1E231
Шоколадный;25,86,82;210,105,30;0,50,86,18;D2691E
Цвет загара;34,33,82;210,180,140;0,14,33,18;D2B48C
Умеренный красновато-оранжевый;10,73,83;211,83,57;0,61,73,17;D35339
Розовый антик;359,48,83;211,110,112;0,48,47,17;D36E70
Серовато-желтовато-розовый;17,37,83;211,155,133;0,27,37,17;D39B85
Яркий пурпурно-красный;342,82,84;213,38,91;0,82,57,16;D5265B
Клубнично-красный;359,77,84;213,48,50;0,77,77,16;D53032
Тициановый;16,97,84;213,62,7;0,71,97,16;D53E07
Ванильный;20,70,84;213,113,63;0,47,70,16;D5713F
Сырая охра;24,58,84;214,138,89;0,36,58,16;D68A59
Желтый ракитник;49,100,84;214,174,1;0,19,100,16;D6AE01
Грузинский розовый;335,89,84;215,24,104;0,89,52,16;D71868
Глубокий оранжево-желтый;31,100,84;215,110,0;0,49,100,16;D76E00
Умеренный желтый;37,70,84;215,157,65;0,27,70,16;D79D41
Светло-серый;0,0,84;215,215,215;0,0,0,16;D7D7D7
Светло-тициановый;14,85,85;216,75,32;0,65,85,15;D84B20
Бледный фиолетово-красный;340,48,85;216,112,147;0,48,32,15;D87093
Очень бледный фиолетовый;338,18,85;216,177,191;0,18,12,15;D8B1BF
Чертополох;300,12,85;216,191,216;0,12,0,15;D8BFD8
Очень бледный зеленый;70,16,87;216,222,186;3,0,16,13;D8DEBA
Лососево-красный;11,78,85;217,80,48;0,63,78,15;D95030
Орхидея;302,49,85;218,112,214;0,49,2,15;DA70D6
Золотисто-березовый;43,85,85;218,165,32;0,24,85,15;DAA520
Бледно-песочный;23,22,85;218,189,171;0,13,22,15;DABDAB
Лиловый;340,49,86;219,112,147;0,49,33,14;DB7093
Лесной волк;33,4,86;219,215,210;0,2,4,14;DBD7D2
Малиновый;348,91,86;220,20,60;0,91,73,14;DC143C
Нарциссово-желтый;43,100,86;220,157,0;0,29,100,14;DC9D00
Светло-розовато-лиловый;255,18,100;220,208,255;14,18,0,0;DCD0FF
Светлый желто-зеленый;55,52,86;220,211,106;0,4,52,14;DCD36A
Гейнсборо;0,0,86;220,220,220;0,0,0,14;DCDCDC
Светло-вишневый Крайола;329,69,87;221,68,146;0,69,34,13;DD4492
Блестящий пурпурный;311,42,87;221,128,204;0,42,8,13;DD80CC
Медный Крайола;18,47,87;221,148,117;0,33,47,13;DD9475
Светлая слива;300,28,87;221,160,221;0,28,0,13;DDA0DD
Бледно-каштановый;358,22,87;221,173,175;0,22,21,13;DDADAF
Тусклый амарантово-розовый;350,14,87;221,190,195;0,14,12,13;DDBEC3
Светлая вишня;343,78,87;222,49,99;0,78,55,13;DE3163
Вересково-фиолетовый;335,66,87;222,76,138;0,66,38,13;DE4C8A
Румянец;342,58,87;222,93,131;0,58,41,13;DE5D83
Перекатиполе;24,39,87;222,170,136;0,23,39,13;DEAA88
Гелиотроп;286,55,100;223,115,255;13,55,0,0;DF73FF
Ярко-сиреневый;276,31,100;224,176,255;12,31,0,0;E0B0FF
Светлый циан;180,12,100;224,255,255;12,0,0,0;E0FFFF
Желтая слоновая кость;51,65,88;225,204,79;0,9,65,12;E1CC4F
Умеренный пурпурно-розовый;350,43,89;226,128,144;0,43,36,11;E28090
Цвет суеты;338,84,89;227,37,107;0,84,53,11;E3256B
Ализариновый красный;355,83,89;227,38,54;0,83,76,11;E32636
Киноварь (китайский красный);5,77,89;227,66,52;0,71,77,11;E34234
Очень светло-пурпурный;338,26,89;227,169,190;0,26,16,11;E3A9BE
Гуммигут;39,93,89;228,155,15;0,32,93,11;E49B0F
Кукурузно-желтый;41,93,89;228,160,16;0,30,93,11;E4A010
Амарантовый;348,81,90;229,43,80;0,81,65,10;E52B50
Лососево-оранжевый;9,76,90;229,81,55;0,65,76,10;E55137
Насыщенный желтый;38,86,90;229,158,31;0,31,86,10;E59E1F
Сигнальный желтый;50,100,90;229,190,1;0,17,100,10;E5BE01
Светлый малиново-красный;354,78,90;230,50,68;0,78,70,10;E63244
Светло-карминово-розовый;3,58,90;230,103,97;0,55,58,10;E66761
Орхидея Крайола;315,27,90;230,168,215;0,27,7,10;E6A8D7
Очень бледно-пурпурный;352,19,90;230,187,193;0,19,16,10;E6BBC1
Светлая слоновая кость;49,37,90;230,214,144;0,7,37,10;E6D690
Лаванда;240,8,98;230,230,250;8,8,0,2;E6E6FA
Темно-розовый;342,64,91;231,84,128;0,64,45,9;E75480
Золотой Крайола;35,35,91;231,198,151;0,14,35,9;E7C697
Умеренный оранжевый;21,73,91;232,121,62;0,48,73,9;E8793E
Сиена жженая;14,65,91;233,116,81;0,50,65,9;E97451
Темно-лососивый;15,48,91;233,150,122;0,36,48,9;E9967A
Огненная Сиенна Крайола;14,60,92;234,126,93;0,46,60,8;EA7E5D
Светло-розово-лиловый;349,41,92;234,137,154;0,41,34,8;EA899A
Фиалковый;293,43,97;234,141,247;5,43,0,3;EA8DF7
Жемчужно-белый;53,14,92;234,230,202;0,2,14,8;EAE6CA
Карминно-розовый;4,72,92;235,76,66;0,68,72,8;EB4C42
Глубокий пурпурно-розовый;340,65,92;235,82,132;0,65,44,8;EB5284
Циннвальдит;19,26,92;235,194,175;0,17,26,8;EBC2AF
Чертополох Крайола;320,15,92;235,199,223;0,15,5,8;EBC7DF
Насыщенный оранжевый;26,84,93;236,124,38;0,47,84,7;EC7C26
Весеннезеленый Крайола;57,19,93;236,234,190;0,1,19,7;ECEABE
Бледный весенний бутон;59,20,93;236,235,189;0,0,20,7;ECEBBD
Амарантовый маджента;312,75,93;237,60,202;0,75,15,7;ED3CCA
Желто-оранжевый;28,94,93;237,118,14;0,50,94,7;ED760E
Светло-Морковный;33,86,93;237,145,33;0,39,86,7;ED9121
Маисовый;39,34,93;237,209,156;0,12,34,7;EDD19C
Желтая сера;65,87,100;237,255,33;7,0,87,0;EDFF21
Красный Крайола;347,87,93;238,32,77;0,87,68,7;EE204D
Розово-фиолетовый;300,45,93;238,130,238;0,45,0,7;EE82EE
Умеренный розовый;6,44,93;238,144,134;0,39,44,7;EE9086
Умеренный желтовато-розовый;15,51,93;238,147,116;0,38,51,7;EE9374
Очень светлый фиолетовый;296,21,95;238,190,241;1,21,0,5;EEBEF1
Старый лен;50,45,93;238,220,130;0,8,45,7;EEDC82
Бледно-золотистый;55,29,93;238,232,170;0,3,29,7;EEE8AA
Мовеин (анилиновый пурпур);322,100,94;239,0,151;0,100,37,6;EF0097
Глубокий карминно-розовый;357,80,94;239,48,56;0,80,77,6;EF3038
Розовато-лиловый Крайола;348,36,94;239,152,170;0,36,29,6;EF98AA
Пастельно-желтый;35,69,94;239,169,74;0,29,69,6;EFA94A
Песок пустыни;23,23,94;239,205,184;0,14,23,6;EFCDB8
Грушевый;51,78,94;239,211,52;0,12,78,6;EFD334
Миндаль Крайола;30,14,94;239,222,205;0,7,14,6;EFDECD
Бледный желтовато-зеленый;42,37,94;240,214,152;0,11,37,6;F0D698
Кожа буйвола (палевый);49,46,94;240,220,130;0,8,46,6;F0DC82
Светлый хаки;54,42,94;240,230,140;0,4,42,6;F0E68C
Зелено-желтый Крайола;55,40,94;240,232,145;0,3,40,6;F0E891
Синяя Элис;208,6,100;240,248,255;6,3,0,0;F0F8FF
Медовый;120,6,100;240,255,240;6,0,6,0;F0FFF0
Небесная лазурь;180,6,100;240,255,255;6,0,0,0;F0FFFF
Яркий красновато-оранжевый;11,92,95;241,58,19;0,76,92,5;F13A13
Амарантово-розовый;338,35,95;241,156,187;0,35,22,5;F19CBB
Мандариновый;33,100,95;242,133,0;0,45,100,5;F28500
Сливочный;45,17,95;242,232,201;0,4,17,5;F2E8C9
Гранатовый;10,86,95;243,71,35;0,71,86,5;F34723
Морковный;18,86,95;243,98,35;0,60,86,5;F36223
Солнечно-желтый;37,90,95;243,159,24;0,35,90,5;F39F18
Георгиново-желтый;40,98,95;243,165,5;0,32,98,5;F3A505
Рапсово-желтый;54,95,95;243,218,11;0,10,95,5;F3DA0B
Модная фуксия;320,100,96;244,0,161;0,100,34,4;F400A1
Красный песок;28,61,96;244,164,96;0,33,61,4;F4A460
Дынно-желтый;42,100,96;244,169,0;0,31,100,4;F4A900
Шафрановый;45,80,96;244,196,48;0,20,80,4;F4C430
Яркий зеленовато-желтый;49,100,96;244,200,0;0,18,100,4;F4C800
Транспортный оранжевый;9,87,96;245,64,33;0,74,87,4;F54021
Шафраново-желтый;49,79,96;245,208,51;0,15,79,4;F5D033
